_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,Data_Source,OBJECTID,Date_Added,wardName,geometry
95,323,HealthSmart Pharmasave,Pharmacy Immunization Site,2425 Eglinton Ave. E. #10,None,None,None,None,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-5 p.m., Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-759-0000,None,None,None,https://www.healthsmartpharmasave.com,Ontario Health; Toronto Public Health,109,2021-03-18,Scarborough Southwest,"{'type': 'MultiPoint', 'coordinates': [[-79.267103937, 43.732081947]]}"
96,324,Pharmasave Cedarcourt Pharmacy,Pharmacy Immunization Site,3480 Lawrence Avenue East,None,None,None,None,"Monday: 10 a.m.-7 p.m., Tuesday: 10 a.m.-7 p.m., Wednesday: 10 a.m.-7 p.m., Thursday: 10 a.m.-7 p.m., Friday: 10 a.m.-7 p.m., Saturday: 10-4, Sunday: Close","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-289-0000,None,None,None,https://www.pharmasave.com,Ontario Health; Toronto Public Health,110,2021-03-18,Scarborough-Guildwood,"{'type': 'MultiPoint', 'coordinates': [[-79.226951304, 43.759797121]]}"
97,325,Sanomed Pharmacy & compounding Centre,Pharmacy Immunization Site,1000 Bay st,None,None,None,None,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 10 a.m.-4 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-923-7770,None,None,None,https://www.sanomedpharmacy.com,Ontario Health; Toronto Public Health,111,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.38791166, 43.665397383]]}"
98,326,Green pharmacy,Pharmacy Immunization Site,620A Bloor street west,None,None,None,None,"Monday: 9 a.m.-6 p.m., Tuesday: 9 a.m.-6 p.m., Wednesday: 9 a.m.-6 p.m., Thursday: 9 a.m.-6 p.m., Friday: 9 a.m.-6 p.m., Saturday: 10 a.m.-2 p.m., Sunday: Cosed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-530-4004,None,None,None,https://www.pharmachoice.com,Ontario Health; Toronto Public Health,112,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.414188927, 43.664734947]]}"
99,327,Junction Chemist Pharmacy,Pharmacy Immunization Site,17 St. Johns Rd,None,None,None,None,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 10 a.m.-6 p.m., Friday: 10 a.m.-6 p.m., Saturday: 10 a.m.-5 p.m., Sunday: 10 a.m.-3 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",647-748-3784,None,None,None,https://www.junctionchemist.ca,Ontario Health; Toronto Public Health,113,2021-03-18,Parkdale-High Park,"{'type': 'MultiPoint', 'coordinates': [[-79.473960595, 43.665282387]]}"
100,328,GLENCADE PHARMACY,Pharmacy Immunization Site,"290 THE WEST MALL ETOBICOKE, ON M9C1C6",None,None,None,None,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-5 p.m., Sunday: 11 a.m.-4 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-622-2111,None,None,None,https://www.GLENCADEPHARMACY.CA,Ontario Health; Toronto Public Health,114,2021-03-18,Etobicoke Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.561801833, 43.634647842]]}"
101,329,Toronto East Pharmasave,Pharmacy Immunization Site,"825 Coxwell Ave. #C114, Toronto, Ontario",None,None,None,None,"Monday: 8 a.m.-7:30 p.m., Tuesday: 8 a.m.-7:30 p.m., Wednesday: 8 a.m.-7:30 p.m., Thursday: 8 a.m.-7:30 p.m., Friday: 8 a.m.-7:30pm, Saturday: 9 a.m.-6 p.m., Sunday: 10 a.m.-5 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-778-1221,None,None,None,https://www.tepharmasave.com,Ontario Health; Toronto Public Health,115,2021-03-18,Beaches-East York,"{'type': 'MultiPoint', 'coordinates': [[-79.324950781, 43.689823411]]}"
102,330,Wal-Mart Pharmacy #1080,Pharmacy Immunization Site,5995 STEELES AVE E,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-298-2578,None,None,None,https://www.walmart.ca,Ontario Health; Toronto Public Health,116,2021-03-18,Scarborough North,"{'type': 'MultiPoint', 'coordinates': [[-79.254408509, 43.833404957]]}"
103,331,Wal-Mart Pharmacy #3000,Pharmacy Immunization Site,3850 SHEPPARD AVE E,None,None,None,None,"Monday: 7 a.m.-11 p.m., Tuesday: 7 a.m.-11 p.m., Wednesday: 7 a.m.-11 p.m., Thursday: 7 a.m.-11 p.m., Friday: 7 a.m.-11 p.m., Saturday: 7 a.m.-11 p.m., Sunday: 7 a.m.-11 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-293-2429,None,None,None,https://www.walmart.ca,Ontario Health; Toronto Public Health,117,2021-03-18,Scarborough-Agincourt,"{'type': 'MultiPoint', 'coordinates': [[-79.292249459, 43.783929916]]}"
104,354,Shoppers Drug Mart 872,Pharmacy Immunization Site,6428 Yonge St.,None,None,None,None,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 11 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-223-6250,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,118,2021-03-18,Willowdale,"{'type': 'MultiPoint', 'coordinates': [[-79.42232389, 43.79617064]]}"
105,355,Shoppers Drug Mart 985,Pharmacy Immunization Site,200 Bay St.,None,None,None,None,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: 10 a.m.-4 p.m., Sunday: closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-865-0001,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,119,2021-03-18,Spadina-Fort York,"{'type': 'MultiPoint', 'coordinates': [[-79.379750592, 43.646291957]]}"
106,356,Shoppers Drug Mart 1509,Pharmacy Immunization Site,2901 Sheppard Ave. East,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-491-4444,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,120,2021-03-18,Scarborough-Agincourt,"{'type': 'MultiPoint', 'coordinates': [[-79.322096922, 43.7750538]]}"
107,357,Birchmount & Sheppard Scarborough Rexall,Pharmacy Immunization Site,3607 Sheppard Avenue East,None,None,None,None,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-291-0402,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,121,2021-03-18,Scarborough-Agincourt,"{'type': 'MultiPoint', 'coordinates': [[-79.298450999, 43.780462274]]}"
108,358,Shoppers Drug Mart 1162,Pharmacy Immunization Site,"4700 KEELE STREET, YORK LANES",None,None,None,None,"Monday: 10 a.m.-6 p.m., Tuesday: 10 a.m.-6 p.m., Wednesday: 10 a.m.-6 p.m., Thursday: 10 a.m.-6 p.m., Friday: 10 a.m.-6 p.m., Saturday: 10 a.m.-6 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-514-0993,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,122,2021-03-18,Humber River-Black Creek,"{'type': 'MultiPoint', 'coordinates': [[-79.502338168, 43.773410091]]}"
109,359,Shoppers Drug Mart 1313,Pharmacy Immunization Site,"1860 BAYVIEW AVENUE, UNIT 101",None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-482-9841,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,123,2021-03-18,Don Valley West,"{'type': 'MultiPoint', 'coordinates': [[-79.377937316, 43.714154464]]}"
110,360,Shoppers Drug Mart 800,Pharmacy Immunization Site,629 Markham Rd,None,None,None,None,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-439-2121,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,124,2021-03-18,Scarborough-Guildwood,"{'type': 'MultiPoint', 'coordinates': [[-79.223913229, 43.760682884]]}"
111,361,"Church & Front, Toronto Rexall",Pharmacy Immunization Site,63 Front Street East,None,None,None,None,"Monday: 8 a.m.-9 p.m., Tuesday: 8 a.m.-9 p.m., Wednesday: 8 a.m.-9 p.m., Thursday: 8 a.m.-9 p.m., Friday: 8 a.m.-9 p.m., Saturday: 8 a.m.-6 p.m., Sunday: 8 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-607-6387,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,125,2021-03-18,Toronto Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.373867394, 43.64817414]]}"
112,362,Shoppers Drug Mart 919,Pharmacy Immunization Site,6205 Bathurst St.,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-222-5464,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,126,2021-03-18,Willowdale,"{'type': 'MultiPoint', 'coordinates': [[-79.444456887, 43.791134191]]}"
113,363,Shoppers Drug Mart 881,Pharmacy Immunization Site,3401 DUFFERIN ST.,None,None,None,None,"Monday: 11 a.m.-7 p.m., Tuesday: 11 a.m.-7 p.m., Wednesday: 11 a.m.-7 p.m., Thursday: 11 a.m.-7 p.m., Friday: 11 a.m.-7 p.m., Saturday: 11 a.m.-7 p.m., Sunday: 11 a.m.-7 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-789-1201,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,127,2021-03-18,Eglinton-Lawrence,"{'type': 'MultiPoint', 'coordinates': [[-79.451467173, 43.726070444]]}"
114,332,Wal-Mart Pharmacy #1004,Pharmacy Immunization Site,2525 ST CLAIR AVE W,None,None,None,None,"Monday: 7 a.m.-11 p.m., Tuesday: 7 a.m.-11 p.m., Wednesday: 7 a.m.-11 p.m., Thursday: 7 a.m.-11 p.m., Friday: 7 a.m.-11 p.m., Saturday: 7 a.m.-11 p.m., Sunday: 7 a.m.-11 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-763-1867,None,None,None,https://www.walmart.ca,Ontario Health; Toronto Public Health,128,2021-03-18,York South-Weston,"{'type': 'MultiPoint', 'coordinates': [[-79.485301661, 43.668058323]]}"
115,333,Wal-Mart Pharmacy #3111,Pharmacy Immunization Site,799 MILNER AVE,None,None,None,None,"Monday: 7 a.m.-11 p.m., Tuesday: 7 a.m.-11 p.m., Wednesday: 7 a.m.-11 p.m., Thursday: 7 a.m.-11 p.m., Friday: 7 a.m.-11 p.m., Saturday: 7 a.m.-11 p.m., Sunday: 7 a.m.-11 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-281-4643,None,None,None,https://www.walmart.ca,Ontario Health; Toronto Public Health,129,2021-03-18,Scarborough-Rouge Park,"{'type': 'MultiPoint', 'coordinates': [[-79.200127241, 43.797555284]]}"
116,334,Metro Pharmacy #537,Pharmacy Immunization Site,3003 Danforth Avenue,None,None,None,None,"Monday: 8 a.m.-8 p.m., Tuesday: 8 a.m.-8 p.m., Wednesday: 8 a.m.-8 p.m., Thursday: 8 a.m.-8 p.m., Friday: 8 a.m.-8 p.m., Saturday: 9 a.m.-7 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-686-8484,None,None,None,https://www.metro.ca/pharmacy,Ontario Health; Toronto Public Health,130,2021-03-18,Beaches-East York,"{'type': 'MultiPoint', 'coordinates': [[-79.288695805, 43.690633629]]}"
117,335,North York City Centre Rexall,Pharmacy Immunization Site,5150 Yonge Street,None,None,None,None,"Monday: 8 a.m.-6 p.m., Tuesday: 8 a.m.-6 p.m., Wednesday: 8 a.m.-6 p.m., Thursday: 8 a.m.-6 p.m., Friday: 8 a.m.-6 p.m., Saturday: 10 a.m.-4 p.m., Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-226-6442,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,131,2021-03-18,Willowdale,"{'type': 'MultiPoint', 'coordinates': [[-79.413067543, 43.768869836]]}"
118,336,Shoppers Drug Mart 1399,Pharmacy Immunization Site,"91 Rylander Blvd., Unit 1022",None,None,None,None,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-724-5344,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,132,2021-03-18,Scarborough-Rouge Park,"{'type': 'MultiPoint', 'coordinates': [[-79.152335853, 43.796762059]]}"
119,337,Shoppers Drug Mart 945,Pharmacy Immunization Site,181 BAY ST,None,None,None,None,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: CLOSED, Sunday: CLOSED","Adults 25 and over are eligible to receive the Moderna vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-777-1300,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,133,2021-03-18,Toronto Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.379370553, 43.647214431]]}"
120,338,Shoppers Drug Mart 1005,Pharmacy Immunization Site,1090 King St. West,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-977-4101,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,134,2021-03-18,Spadina-Fort York,"{'type': 'MultiPoint', 'coordinates': [[-79.422103494, 43.640246732]]}"
121,339,Shoppers Drug Mart 1408,Pharmacy Immunization Site,55 Bloor St. West,None,None,None,None,"Monday: 9 a.m.-7 p.m., Tuesday: 9 a.m.-7 p.m., Wednesday: 9 a.m.-7 p.m., Thursday: 9 a.m.-7 p.m., Friday: 9 a.m.-7 p.m., Saturday: 10 a.m.-4 p.m., Sunday: 10 a.m.-4 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-925-6949,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,135,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.388684726, 43.669632591]]}"
122,340,Brunswick House Rexall,Pharmacy Immunization Site,481 Bloor Street W,None,None,None,None,"Monday: 8 a.m.-8 p.m., Tuesday: 8 a.m.-8 p.m., Wednesday: 8 a.m.-8 p.m., Thursday: 8 a.m.-8 p.m., Friday: 8 a.m.-8 p.m., Saturday: 8 a.m.-6 p.m., Sunday: 8 a.m.-6 p.m.","This pharmacy offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-929-8213,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,136,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.407117209, 43.66575379]]}"
123,341,Greenwin Square Toronto Rexall,Pharmacy Immunization Site,"345 Bloor Street., Unit 3",None,None,None,None,"Monday: 8 a.m.-9 p.m., Tuesday: 8 a.m.-9 p.m., Wednesday: 8 a.m.-9 p.m., Thursday: 8 a.m.-9 p.m., Friday: 8 a.m.-9 p.m., Saturday: 8 a.m.-6 p.m., Sunday: 8 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-923-5962,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,137,2021-03-18,Toronto Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.377976009, 43.671534273]]}"
124,342,Shoppers Drug Mart 915,Pharmacy Immunization Site,812 O'Connor Dr.,None,None,None,None,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-285-5822,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,138,2021-03-18,Beaches-East York,"{'type': 'MultiPoint', 'coordinates': [[-79.312836584, 43.705956122]]}"
125,343,Dundas & Spadina Rexall,Pharmacy Immunization Site,285 Spadina Avenue,None,None,None,None,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-8 p.m., Sunday: 9 a.m.-8 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-596-1602,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,139,2021-03-18,University-Rosedale,"{'type': 'MultiPoint', 'coordinates': [[-79.397614976, 43.653224865]]}"
126,344,Shoppers Drug Mart 993,Pharmacy Immunization Site,524 Queen St. West,None,None,None,None,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-703-0228,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,140,2021-03-18,Spadina-Fort York,"{'type': 'MultiPoint', 'coordinates': [[-79.402332693, 43.647793818]]}"
127,345,Keele/Wilson Toronto Rexall,Pharmacy Immunization Site,1115 Wilson Avenue,None,None,None,None,"Monday: 9 a.m.-8 p.m., Tuesday: 9 a.m.-8 p.m., Wednesday: 9 a.m.-8 p.m., Thursday: 9 a.m.-8 p.m., Friday: 9 a.m.-8 p.m., Saturday: 9 a.m.-6 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-633-4366,None,None,None,https://www.rexall.ca,Ontario Health; Toronto Public Health,141,2021-03-18,York Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.482684917, 43.725854216]]}"
128,346,Shoppers Drug Mart 837,Pharmacy Immunization Site,270 The Kingsway,None,None,None,None,"Monday: 8:30 a.m.-9 p.m., Tuesday: 8:30 a.m.-9 p.m., Wednesday: 8:30 a.m.-9 p.m., Thursday: 8:30 a.m.-9 p.m., Friday: 8:30 a.m.-9 p.m., Saturday: 8:30 a.m.-6 p.m., Sunday: 11 a.m.-5 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-233-1155,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,142,2021-03-18,Etobicoke Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.519824058, 43.661773238]]}"
129,347,Shoppers Drug Mart 860,Pharmacy Immunization Site,300 Borough Dr.,None,None,None,None,"Monday: 10:30 a.m.-7 p.m., Tuesday: 10:30 a.m.-7 p.m., Wednesday: 10:30 a.m.-7 p.m., Thursday: 10:30 a.m.-7 p.m., Friday: 10:30 a.m.-7 p.m., Saturday: 10:30 a.m.-7 p.m., Sunday: 10:30 a.m.-7 p.m.","Adults 25 and over are eligible to receive the Moderna vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-296-5056,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,143,2021-03-18,Scarborough Centre,"{'type': 'MultiPoint', 'coordinates': [[-79.258018709, 43.776283247]]}"
130,348,Shoppers Drug Mart 814,Pharmacy Immunization Site,2494 Danforth Ave.,None,None,None,None,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-9 p.m., Sunday: 10 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-698-1888,None,None,None,https://www.shoppersdrugmart.ca/covid19,Ontario Health; Toronto Public Health,144,2021-03-18,Beaches-East York,"{'type': 'MultiPoint', 'coordinates': [[-79.303721056, 43.688029383]]}"
