EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,COMMENTS,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE,SIMPLIFIED_COMMENTS
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Little Grand Rapids, Manitoba",5/21/2018 12:00:00 AM,"Abnormally dry conditions had been recorded throughout parts of southern Manitoba in 2017 and into 2018. By the end of March, dry conditions began to extend into northern Manitoba, and in May these conditions existed across nearly the entire province. Several wildfires were reported across northern Manitoba in May. Around May 21st, a human-caused fire was initiated near the Indigenous communities of Little Grand Rapids First Nation and Pauingassi First Nation that led to an evacuation - roughly 1,790 residents were evacuated with assistance from the Canadian Armed Forces as well as other Government of Canada departments. The Red Cross also helped in the effort. Residents were able to return home in late June. Throughout the fire season, communities across Manitoba threatened by fire were evacuated including Sapotaweyak Cree Nation and Kinonjeoshtegon First Nation, Black Sturgeon Falls, and Shoal River. Although the 2017 fire season in Manitoba was only slightly above average, over 180 firefighters from Ontario and resources from Quebec were needed in the fire efforts.",0.0,0.0,1790.0,,,8/15/2018 12:00:00 AM,,,,,,,,,,"Abnormally dry conditions had been recorded throughout parts of southern Manitoba in 2017 and into 2018. By the end of March, dry conditions began to extend into northern Manitoba, and in May these conditions existed across nearly the entire province"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Southern Ontario,5/4/2018 12:00:00 AM,"On May 4th, the Highway 401 corridor through southern Ontario and southern Quebec experienced a fast-moving squall line with wind gusts of over 100 km/hr. Wind speeds of 126 km/hr were recorded in Hamilton and 117 km/hr in Montreal. The windstorm caused widespread power outages, roof damage and downed trees. Over 925,000 customers across Ontario and Quebec were without power; some were without power until May 9. The windstorm caused a total of $680 million in insured losses, with at least $380 million in Ontario alone. This event is noted to be the most costly disaster in Ontario since the 2013 Toronto flood.",3.0,,,680000000.0,,5/5/2018 12:00:00 AM,,,,,,680000000.0,,,,"On May 4th, the Highway 401 corridor through southern Ontario and southern Quebec experienced a fast-moving squall line with wind gusts of over 100 km/hr. Wind speeds of 126 km/hr were recorded in Hamilton and 117 km/hr in Montreal"
Disaster,Natural,Meteorological - Hydrological,Flood,"Regional District of Kootenay Boundary, British Columbia",5/1/2018 12:00:00 AM,"The combination of heavy rains and snowmelt led to an exceptional flooding event in the Regional District of Kootenay Boundary in the spring of 2018 - the worst since 1948. Several waterways including the Kettle and Granby Rivers overtopped their banks. Roughly 350 members of the Canadian Armed Forces were deployed to assist in the flood efforts. They filled 50,000 sandbags, put 80,500 in place, installed protective dams and barriers as well as constructed and reinforced dykes. As a result of the flood, over 3,200 individuals were evacuated for over 10 days, and over 450 buildings were damage or destroyed. Furthermore, over $20 million (CAD 2018) was spent on response and recovery; indirect costs were estimated to be $26 million (CAD 2018). ",0.0,0.0,3200.0,,,5/31/2018 12:00:00 AM,,,,,,,,,,The combination of heavy rains and snowmelt led to an exceptional flooding event in the Regional District of Kootenay Boundary in the spring of 2018 - the worst since 1948. Several waterways including the Kettle and Granby Rivers overtopped their banks
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick,4/27/2018 12:00:00 AM,"In early April, the deep snowpacks in parts of New Brunswick were exposed to over 48 hours of warm temperatures of up to 29C. In addition, a total of 152 mm of rain fell over a period of 31 of 32 days. Widespread flooding in the St. John River basin deeply impacted several communities including its capital of Fredericton. ",,,,,,,,,,,,,,,,"In early April, the deep snowpacks in parts of New Brunswick were exposed to over 48 hours of warm temperatures of up to 29C. In addition, a total of 152 mm of rain fell over a period of 31 of 32 days"
"Every community along the St. John River between Fredericton and St. John experienced high water levels. On April 27th, the water level along the St. John River reached flood stage in Fredericton and Maugerville. By April 30th, the river was above flood stage between Fredericton and St. John. The flood peaked on May 6th from Maugerville to Sheffield-Lakeville Corner, and from the latter to St. John on May 7th reaching record-breaking flood stages for most of these stations.",,,,,,,,,,,,,,,,,,,,,,No detailed comment available.
"There were significant disruptions to the transportation network including 150 impacted provincial roads, eroded roadways, weight restrictions on bridges and the closure of parts of the trans-Canada highway between Fredericton and Moncton. According to the Red Cross, as of January 2019, there were 33 individuals still displaced from these floods.",,,,,,,,,,,,,,,,,,,,,,No detailed comment available.
"According to Environment and Climate Change Canada, this flood was the largest and most impactful flood in modern New Brunswick history.",,,1400,0,,5/13/2018 12:00:00 AM,,,,,,,,,,,,,,,,5/13/2018 12:00:00 AM
Disaster,Natural,Meteorological - Hydrological,Flood,"Kashechewan First Nation, Ontario",4/25/2018 12:00:00 AM,"In the spring of 2018, annual ice break up and flooding threatened the Kashechewan First Nation, and after declarations of an emergency, the Canadian Armed Forces were requested to assist in the evacuations and monitoring the water levels. Roughly 1,672 residents were evacuated to six host communities; the Red Cross also assisted municipal efforts. ",0.0,0.0,1672.0,,,5/15/2018 12:00:00 AM,,,,,,,,,,"In the spring of 2018, annual ice break up and flooding threatened the Kashechewan First Nation, and after declarations of an emergency, the Canadian Armed Forces were requested to assist in the evacuations and monitoring the water levels. Roughly 1,672 residents were evacuated to six host communities; the Red Cross also assisted municipal efforts"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario,4/14/2018 12:00:00 AM,"A large winter storm with high winds, heavy snow and ice accumulation affected parts of southern Ontario and southern Quebec. Billy Bishop Airport on Toronto Island reported winds of 96 km/hr, while Wiarton Airport reported 40 cm of snow, and London International Airport received 14 hours of freezing rain and ice pellets. Several large buildings were damaged when sheets of ice fell from neighbouring buildings – Parliament building windows were broken in Ottawa, and falling ice from the CN tower pierced the Rogers Centre Dome. Roughly 1,800 car accidents were reported including a 50-car pileup on Highway 400 near Barrie. There were over 15,000 insurance claims and $190 million in insured losses.",,,,190000000.0,,4/17/2018 12:00:00 AM,,,,,,190000000.0,,,,"A large winter storm with high winds, heavy snow and ice accumulation affected parts of southern Ontario and southern Quebec. Billy Bishop Airport on Toronto Island reported winds of 96 km/hr, while Wiarton Airport reported 40 cm of snow, and London International Airport received 14 hours of freezing rain and ice pellets"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Ontario and southern Quebec,4/3/2018 12:00:00 AM,"On April 3rd, a weather system began to move into Ontario beginning with wind and snow in Northern Ontario. On April 4th, the system moved through southern Ontario with rain, freezing rain and strong winds. Toronto and Hamilton, for example, both experienced winds of 98 km/hr. As a result, there were power outages and widespread wind damage across southern Ontario and parts of Quebec. A falling branch injured an individual in Belleville. There were also several car accidents including a 50-car pileup on Highway 400 near Barrie. The insurable losses were estimated to be over $102 million (2018 CAD).",0.0,1.0,0.0,,,4/5/2018 12:00:00 AM,,,,,,102360000.0,,,,"On April 3rd, a weather system began to move into Ontario beginning with wind and snow in Northern Ontario. On April 4th, the system moved through southern Ontario with rain, freezing rain and strong winds"
Disaster,Natural,Meteorological - Hydrological,Flood,"Grand River, ON",2/16/2018 12:00:00 AM,"The winter of 2018 was one of the coldest on record, which created a very strong icepack throughout the Grand River watershed in Ontario. In addition to this, temperature drops led to the formation of frazil ice – heavy slush in rivers. ",,,,,,,,,,,,,,,,"The winter of 2018 was one of the coldest on record, which created a very strong icepack throughout the Grand River watershed in Ontario. In addition to this, temperature drops led to the formation of frazil ice – heavy slush in rivers"
"On February 19th, 40-60 mm of rain fell. The combination of frazil ice, ice jams, 40-60 mm of rain, and 50-70mm of melting snowpack caused the water levels of the Grand River to rise rapidly. Ice jams tended to form in Cambridge, Brantford and Cayuga – in Cambridge the ice jam measured 5 km upstream.",,,,,,,,,,,,,,,,,,,,,,No detailed comment available.
"The Grand River Conservation Authority issued flood warnings for several communities including Brantford, Cambridge, North Dumfries and Brant County. The first warning was issued on February 16th but by February 18th a warning was issued for the entire watershed. ",,,,,,,,,,,,,,,,,,,,,,No detailed comment available.
"Up to 2,200 homes and 4,900 residents were impacted by an evacuation order. In Cambridge, ice and debris damaged city infrastructure, communications and a water main. The City of Brantford declared a State of Emergency. Along the Grand River near Orangeville, a young boy drowned in the floodwaters.",1,,4900,0,,2/21/2018 12:00:00 AM,,,,,,,,,,,,,,,,2/21/2018 12:00:00 AM
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other," Eastern Ontario, Western Quebec",10/28/2017 12:00:00 AM,"A few weather systems combined to create a significant low pressure system that moved over eastern Ontario as well as western and southern Quebec. From 3:00pm on October 28th to 1:00pm on October 30th, 112.5 mm of rain fell over Ottawa. As a result, there was significant pluvial/urban flooding within Ottawa and road washouts in western Quebec. Insurable losses were estimated to be $99.8 million (2017 CAD).",0.0,0.0,0.0,,,10/30/2017 12:00:00 AM,,,,,,99847000.0,,,,"A few weather systems combined to create a significant low pressure system that moved over eastern Ontario as well as western and southern Quebec. From 3:00pm on October 28th to 1:00pm on October 30th, 112.5 mm of rain fell over Ottawa"
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Island Lake Area, Manitoba",8/30/2017 12:00:00 AM,"Abnormally dry conditions in northern Manitoba progressed throughout July and into August of 2017; this created ideal fire conditions. In the last week of August, a large wildfire moved to within 1 km of the Wasagamack First Nation; this led to the evacuation of the entire community. Residents were first evacuated by boat to St. Theresa Point First Nation and then flown to host communities. St. Theresa Point FN and Garden Hill FN were also evacuated. The Canadian Armed Forces assisted in the evacuation efforts and Red Cross with the relief efforts. By September 8th, the 288 km2 (28,800 ha) fire was being held within 1 km of the Wasagamack First Nation.",0.0,0.0,0.0,,,9/16/2017 12:00:00 AM,,,,,,,,,,"Abnormally dry conditions in northern Manitoba progressed throughout July and into August of 2017; this created ideal fire conditions. In the last week of August, a large wildfire moved to within 1 km of the Wasagamack First Nation; this led to the evacuation of the entire community"
Disaster,Natural,Meteorological - Hydrological,Flood,"Windsor, Ontario",8/28/2017 12:00:00 AM,"Rain began to fall on August 28th and within 48 hours – 222 mm fell southwest of Windsor, 140-200 mm in Riverside-Tecumseh, and 285 mm in Lasalle. This rain and flood event occurred less than a year after another record setting event in September of 2016. There were almost 2,700 flood-related calls to Windsor’s 311 line. Several public facilities and businesses were also impacted including schools and libraries. Thousands of basements were flooded which resulted in over $173 million in insurance payouts.",,,,173000000.0,,8/30/2017 12:00:00 AM,,,,,,173000000.0,,,,"Rain began to fall on August 28th and within 48 hours – 222 mm fell southwest of Windsor, 140-200 mm in Riverside-Tecumseh, and 285 mm in Lasalle. This rain and flood event occurred less than a year after another record setting event in September of 2016"
Disaster,Natural,Meteorological - Hydrological,Wildfire,British Columbia,7/7/2017 12:00:00 AM,"Canada’s western region, including British Columbia, experienced record-breaking hot and dry weather. Up until 2017, this was the worst fire season on record. From July 6-8, a total of 190 fires started - 108 fires on July 7th alone. For the first time in 15 years, there was a province-wide State of Emergency which lasted 70 days and was the longest in BC’s history. At the end of the season, there was a reported 1,265 fires that burned 1.2 million hectares of land; 30% more than the previous record. At the peak of fire activity, there were 4,700 personnel fighting wildfires across the province including 1,200 out-of-province personnel from Australia, Mexico, New Zealand, the United States, and other provinces and territories. For the first time since 2003, the Canadian Armed Forces were also brought in. Over 300 structures burned in addition to 100s of power poles and transmission towers. The total cost of this record-breaking fire season is estimated to be over $700 million, including over $568 million in firefighting costs and $130 million in insured property losses.",,,,,,,,,,,,,,,,"Canada’s western region, including British Columbia, experienced record-breaking hot and dry weather. Up until 2017, this was the worst fire season on record"
"Some of the notable fires were: The Plateau Complex fires in which 20 fires merged on the Chilcotin Plateau and burned 545,151 ha of land – the same size as PEI and the largest in BC’s recorded history. The Elephant Hill fire was exceptionally devastating and burned 123 homes, and significantly impacted 23 First Nation communities. The Central Cariboo Complex fire measured 31,181 ha led to the evacuation order of the city of Williams Lake which has a population of over 10,000 people.",,,65000,130000000,,9/15/2017 12:00:00 AM,,,,,,130000000,,,,,,,,,,9/15/2017 12:00:00 AM
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Saskatoon,6/2/2017 12:00:00 AM,"A fast-moving severe storm with ping pong-sized hail struck the Saskatoon area. Hail size varied across the city; the eastern neighbourhood of Willowgrove experienced loonie-sized hail while the downtown reported smaller hail sizes. At least 6,000 insurance claims were processed with a total of over $46 million in insured damages. Nearly half of the losses were in vehicle damages.",,,,46000000.0,,6/2/2017 12:00:00 AM,,,,,,46000000.0,,,,A fast-moving severe storm with ping pong-sized hail struck the Saskatoon area. Hail size varied across the city; the eastern neighbourhood of Willowgrove experienced loonie-sized hail while the downtown reported smaller hail sizes
Disaster,Natural,Meteorological - Hydrological,Flood,"Mud Lake, Newfoundland and Labrador",5/16/2017 12:00:00 AM,"During the ice cover breakup season, an ice jam formed along the lower Churchill River which affected the nearby Mud Lake. On May 16th, the water levels of Mud Lake in central Labrador began to rise and within 24 hours the levels quickly became unsafe. By May 19th, all residents except one had been evacuated to Happy Valley-Goose Bay. The Canadian Armed Forces assisted in the evacuation effort including opening a temporary shelter for some of the displaced individuals; 18 individuals stayed until December 12th. The water receded by May 22.",0.0,0.0,68.0,,,5/22/2017 12:00:00 AM,,,,,,,,,,"During the ice cover breakup season, an ice jam formed along the lower Churchill River which affected the nearby Mud Lake. On May 16th, the water levels of Mud Lake in central Labrador began to rise and within 24 hours the levels quickly became unsafe"
Disaster,Natural,Meteorological - Hydrological,Flood,Eastern Canada,5/4/2017 12:00:00 AM,"A combination of significant rainfall from May 4-7, overland flow, and high water levels led to extensive flooding across in parts of eastern Canada. Montreal and the National Capital Region experienced their wettest springs in recorded history with over +400 mm of rainfall. Several communities declared States of Emergency including Gatineau, Montreal, and many smaller towns. The Canadian military deployed 4,000 personnel to help with the flood efforts. The event caused significant losses including over $116 million in insured damage, and 550 damaged roads. Two people were killed in floodwaters in the Sainte-Anne River (Gaspe region).",2.0,,4000.0,116000000.0,,5/7/2017 12:00:00 AM,,,,,,116000000.0,,,,"A combination of significant rainfall from May 4-7, overland flow, and high water levels led to extensive flooding across in parts of eastern Canada. Montreal and the National Capital Region experienced their wettest springs in recorded history with over +400 mm of rainfall"
Disaster,Natural,Meteorological - Hydrological,Flood,British Columbia,4/27/2017 12:00:00 AM,"Following a relatively cold and dry winter, the Southern Interior region of British Columbia experienced a wetter than average spring. A late snowfall and rain accumulation led to saturated soils, overland flow, and slope instability throughout areas of the south and central Okanagan as well as the Kootenay and Shuswap regions. The flooding led to 2,500 evacuations which were mostly from the Okanagan. Numerous States of Local Emergencies were declared. 15 First Nation communities were impacted where the flooding damaged homes and infrastructure. The flood response costs alone were estimated to be $73 million.",,,2500.0,0.0,,6/15/2017 12:00:00 AM,,,,,,,,,,"Following a relatively cold and dry winter, the Southern Interior region of British Columbia experienced a wetter than average spring. A late snowfall and rain accumulation led to saturated soils, overland flow, and slope instability throughout areas of the south and central Okanagan as well as the Kootenay and Shuswap regions"
Disaster,Natural,Meteorological - Hydrological,Flood,"Kashechewan First Nation, Ontario",4/16/2017 12:00:00 AM,"In the spring of 2017, the rising water levels of the Albany River was threatening the Kashechewan First Nation. After declaring a state of emergency, roughly 500 residents were evacuated as a precaution. The Canadian Armed Forces aided in the evacuations as well as monitoring the river levels.",0.0,0.0,500.0,,,5/1/2017 12:00:00 AM,,,,,,,,,,"In the spring of 2017, the rising water levels of the Albany River was threatening the Kashechewan First Nation. After declaring a state of emergency, roughly 500 residents were evacuated as a precaution"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,"Sainte-Therese, Quebec",4/4/2017 12:00:00 AM,"Heavy rain and snow melt caused flooding in the community and area of Sainte-Therese, QC. From April 4th to April 7th, 84.4mm of rain was recorded in the area. Riviere aux Chiens - a small river in the community - overflowed its banks and caused significant flooding in the neighbourhood. As a result, over 200 residents were displaced. Insurable losses were estimated to be $111.4 million (2017 CAD).",0.0,0.0,200.0,,,4/8/2017 12:00:00 AM,,,,,,111424000.0,,,,"Heavy rain and snow melt caused flooding in the community and area of Sainte-Therese, QC. From April 4th to April 7th, 84.4mm of rain was recorded in the area"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Newfoundland,3/11/2017 12:00:00 AM,"A series of slow-moving winter storms impacted Newfoundland on March 1-2 and March 11th. Although hurricane-force winds were recorded during the March 1-2 storms, it was the March 11th storm that was the most notable. This storm, also called the Brier Blast, recorded wind gusts of up to 190 km/hr at Bay de Verde in the Avalon Peninsula. In St. John’s, the city had to replace 142 traffic lights which affected 72 intersections. Newfoundland Power reported that 70,000 customers were impacted by power outages. The high wings uprooted trees, tore off roofs and brought down power lines and traffic lights. There were 4,500 claims and $60 million in insurable losses.",,,,60000000.0,,3/11/2017 12:00:00 AM,,,,,,60000000.0,,,,"A series of slow-moving winter storms impacted Newfoundland on March 1-2 and March 11th. Although hurricane-force winds were recorded during the March 1-2 storms, it was the March 11th storm that was the most notable"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Southwestern Ontario,3/8/2017 12:00:00 AM,"On March 8th, a weather system with significant winds tracked over southern Ontario. Winds recorded in Windsor were 111 km/hr and 115 km/hr in Hamilton. As a result, there was widespread wind damage, bridge closures, and power outages. The insurable losses were estimated to be $110.9 million (2017 CAD).",,0.0,0.0,,,3/8/2017 12:00:00 AM,,,,,,110894000.0,,,,"On March 8th, a weather system with significant winds tracked over southern Ontario. Winds recorded in Windsor were 111 km/hr and 115 km/hr in Hamilton"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"Churchill, Manitoba",3/7/2017 12:00:00 AM,"A 3-day winter storm dropped 60 cm of snow with wind gusts of 120 km/hr and zero visibility. The blizzard lasted 57 hours; the third longest in Canadian history. Some snow drifts measured 25-30 ft and others up to 9 ft along major roads. Building and roof damage was also reported. Emergency services, critical facilities and VIA Rail service all experienced significant disruptions.  Following the event, the Town of Churchill declared a State of Local Emergency. ",,,,,,,,,,,,,,,,A 3-day winter storm dropped 60 cm of snow with wind gusts of 120 km/hr and zero visibility. The blizzard lasted 57 hours; the third longest in Canadian history
The blizzard also affected other parts of Manitoba.,,,,0,,3/9/2017 12:00:00 AM,,,,,,,,,,,,,,,,3/9/2017 12:00:00 AM
Disaster,Natural,Meteorological - Hydrological,Winter Storm,New Brunswick,1/24/2017 12:00:00 AM,"A winter storm significantly impacted central, south-central, eastern and north-eastern New Brunswick as well as the Acadian Peninsula. Regions that were hardest hit were the Counties of Kent, Northumberland and Gloucester. Ice accumulation on power lines and poles caused over 600 poles to collapse. NB Power reported 130,000 customers that were without power (which is roughly 286,000 residents); some homes were without power for 12 days. Nearly a third of New Brunswick residents were impacted. The communities of Saint Marie-Saint Raphael, Le Goulet, Lameque and Tracadie-Sheila declared States of Local Emergency. The Canadian Armed Forces were deployed to help with the storm efforts. It is suspected that the unsafe use of generators and heating devices led to 2 deaths and 45 related illnesses/injuries. ",,,,,,,,,,,,,,,,"A winter storm significantly impacted central, south-central, eastern and north-eastern New Brunswick as well as the Acadian Peninsula. Regions that were hardest hit were the Counties of Kent, Northumberland and Gloucester"
"The storm also impacted parts of Quebec and Atlantic Canada – the Gaspe region recorded a storm surge and local flooding, and Halifax had 100 km/hr winds.",2,45,,0,,1/26/2017 12:00:00 AM,,,,,,,,286000.0,,,,,,,,1/26/2017 12:00:00 AM
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Christmas Island NS,12/25/2016 12:00:00 AM,"Christmas Island NS, December 25, 2016. Residents of Christmas Island were left without power on Christmas morning due to a strong windstorm that blew in early in the morning. There were 21 reported power outages in the region affecting 3,346 customers in total (approximately 10,038 individuals). Power outages were reported as early as 5 am, with more power outages occurring periodically throughout the day. Areas affected by the power outages included Beaver Cove, Barrachois, French Vale, Bramber, Digby, Port Hawkesbury, Lower Sackville, East River and Mill Cove. Wind warnings were in effect for Sydney Metro and Cape Bretton county. The strong winds brought rain resulting in some localized flooding. Debris from the wind accompanied by the rain created poor driving conditions throughout the province. Nearly all power was restored later in the evening.",,,,0.0,0.0,12/25/2016 12:00:00 AM,,,,,,,,10038.0,,"Christmas Island NS, December 25, 2016. Residents of Christmas Island were left without power on Christmas morning due to a strong windstorm that blew in early in the morning"
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Nova Scotia and Prince Edward Island,11/27/2016 12:00:00 AM,"Nova Scotia and Prince Edward Island, November 27-29, 2016. An early winter storm hit the Maritime provinces affecting Nova Scotia and Prince Edward Island on November 27. The storm dumped 15 cm of snow on the mainland of Nova Scotia and produced strong winds in Cape Breton. A mix of messy weather consisting of freezing rain, ice and snow created dangerous driving conditions. In Nova Scotia, the Canso Causeway was closed to high-sided vehicles and Highway 104 was closed in certain sections due to poor visibility. One transport truck over turned on the Seal Island Bridge in Cape Breton due to strong wind gusts of up to 110 km/h. In Nova Scotia 11,200 customers (approximately 33,600 individuals) lost power, while in P.E.I 12,000 customers (approximately 36,000 individuals) were without power. In P.E.I power remained out for some residents until November 29.",,,,0.0,0.0,11/29/2016 12:00:00 AM,,,,,,,,69000.0,,"Nova Scotia and Prince Edward Island, November 27-29, 2016. An early winter storm hit the Maritime provinces affecting Nova Scotia and Prince Edward Island on November 27"
Disaster,Natural,Meteorological - Hydrological,Flood,Red Earth First Nation SK,11/14/2016 12:00:00 AM,"Red Earth First Nation SK, July 14-18, 2016. Heavy rain resulted in the flooding of the Carrot River in northern Saskatchewan. The community of Red Earth Cree Nation, located 75 kilometres east of Nipawin, declared a state of emergency and was forced to evacuate 576 residents. The majority of evacuees stayed in Saskatoon at the Henk Ruy’s Soccer Centre, while others stayed in hotels or with family. The communities of Carrot River and the rural municipalities of Moose Range and Arborfield also declared states of emergency but were less impacted by the flood.",,,576.0,0.0,0.0,11/18/2016 12:00:00 AM,,,,,,,,,,"Red Earth First Nation SK, July 14-18, 2016. Heavy rain resulted in the flooding of the Carrot River in northern Saskatchewan"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,South Coast and Lower Mainland British Columbia,10/12/2016 12:00:00 AM,"South Coast and Lower Mainland British Columbia, October 12-16, 2016. The remnants of Super Typhoon Songda hit British Columbia’s southern coast with a trio of fall storms. The first storm occurred on October 12 and pounded the coast with heavy rain before moving across the Lower Mainland early the next day. The storm brought 80 to 100 mm of rain to Howe Sound and Metro Vancouver. In North Vancouver, the heavy rain poured hard enough to down a tree, which damaged one residents home and a vehicle. The second and third storms arrived on October 14 and 15, which brought more strong wind and heavy rain to the region. A wind warning was issued for Greater Victoria, where there were wind gusts of up to 90 km/h. Powerful winds downed trees and power lines knocking out power to 75,000 B.C. Hydro customers (approximately 225,000 individuals) across Vancouver Island and the Lower Mainland. A fallen tree struck and killed a 15 year old by near Clayton Heights. In total, during the course of the three storms, there were 250 downed trees in Vancouver and 202 mm of rain had accumulated in North Vancouver.",1.0,,,0.0,0.0,10/16/2016 12:00:00 AM,,,,,,,,225000.0,,"South Coast and Lower Mainland British Columbia, October 12-16, 2016. The remnants of Super Typhoon Songda hit British Columbia’s southern coast with a trio of fall storms"
Disaster,Natural,Meteorological - Hydrological,Flood,"Nova Scotia, Prince Edward Island and Newfoundland",10/9/2016 12:00:00 AM,"Nova Scotia, Prince Edward Island and Newfoundland, October 9-13, 2016. Atlantic Canada was hit with heavy rain as a result of the remnants of Hurricane Matthew. Wind and heavy rainfall warnings were in affect from October 10 to 11 for northeastern Nova Scotia and Newfoundland. On October 10, 150 mm of rain fell on Newfoundland. The town of Burgeo alone received 120 mm of rain, which caused the closure of Highway 480. St-Alban’s declared a state of emergency due to various road closures including the Swanger’s Cove Bridge on route 361, which was reported to have been damaged and was deemed unusable by the Newfoundland Public Safety Regional Office. Road closures in St-Alban’s resulted in the isolation of numerous homes. In Nova Scotia, over 220 mm of rain was reported across the province. The J.A. Douglas McCurdy Sydney Airport was forced to close all runways. Cape Breton was hard hit by the heavy rain, which resulted in property damage to approximately 300 homes. Most severely impacted was Eskasoni First Nation where 100 homes were flooded and an undetermined number of people evacuated due to high water levels. On October 11, there were 16 states of emergency in Newfoundland where Bager and Gander received 131 mm and 124 mm of rain. While there no states of emergency declared in Nova Scotia, NS Power reported that approximately 130,000 customers (390,000 individuals) had experienced power outages. Prince Edward Island received 73 mm of rain, which left approximately 600 residents without power. Ferries in Nova Scotia and Newfoundland were closed due to eight-metre high waves caused by the storm. The Canadian Armed Forces assisted with sandbagging efforts as water levels continued to rise until October 12. It was not until October 13 when water levels began to drop in certain areas, however in Newfoundland water levels remained at a record high. Power was restored to all customers in Nova Scotia and Prince Edward Island by October 13.",,,,30350000.0,1418224.3,10/13/2016 12:00:00 AM,30350000.0,,,,,,,390600.0,,"Nova Scotia, Prince Edward Island and Newfoundland, October 9-13, 2016. Atlantic Canada was hit with heavy rain as a result of the remnants of Hurricane Matthew"
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,South Coast and Lower Mainland British Columbia,10/6/2016 12:00:00 AM,"South Coast and Lower Mainland British Columbia, October 6-8, 2016. Strong winds gusting up to 117 km/h battered eastern Vancouver Island, the Sunshine Coast and the Lower Mainland. On October 6, Vancouver reported wind gusts of 56 km/h, Victoria 36 km/h, and Sisters Island as well as Trail Island both recorded wind gusts of 117 km/h. Severe winds downed trees and power lines, which knocked out power to 100,000 B.C. Hydro customers (approximately 300,000 individuals). In eastern Victoria Island 29,000 people lost power over night. The most severely impacted area was Courtenay where 12,000 people were without power. At the peak of the storm, 45,000 people lost power throughout the province. By October 8, 13,000 people were still without power and strong winds continued to affect parts of the province.",,,,0.0,0.0,10/8/2016 12:00:00 AM,,,,,,,,300000.0,,"South Coast and Lower Mainland British Columbia, October 6-8, 2016. Strong winds gusting up to 117 km/h battered eastern Vancouver Island, the Sunshine Coast and the Lower Mainland"
Disaster,Natural,Meteorological - Hydrological,Flood,Windsor and Tecumseh ON,9/29/2016 12:00:00 AM,"Windsor and Tecumsech ON, September 29, 2016. States of emergency were declared in Windsor and Tecumsech after the region was hit with intense storms that produced significant flooding. The Windsor Airport recorded 78 mm of rain within a 24-hour period, while another gauge in the city’s east end measured 106 mm and the town of Tecumsech received up to 190 mm. In both municipalities, the heavy rain resulted in hundreds of flooded basements. Cars were abandoned in flooded streets and many roads were closed.",,,,0.0,0.0,9/29/2016 12:00:00 AM,,,,,,,,,,"Windsor and Tecumsech ON, September 29, 2016. States of emergency were declared in Windsor and Tecumsech after the region was hit with intense storms that produced significant flooding"
Disaster,Natural,Meteorological - Hydrological,Wildfire,West Kelowna BC,8/21/2016 12:00:00 AM,"West Kelowna BC, August 21-25, 2016. A wildfire broke out on the evening of August 21, near Bear Creek Provincial Park located north of West Kelowna. The Central Okanagan Regional District ordered an evacuation of 156 homes (approximately 468 individuals). In addition, campers from the Bear Creek Provincial Park were also evacuated. Firefighting crews quickly gained control of the blaze, which was 52 hectares in size and 60 per cent contained by August 22. Evacuation orders were lifted for 51 homes and campers were temporarily allowed into their campsites to remove possessions, vehicles and trailers on August 22. The wildfire was 100 per cent contained by January 25.",,,468.0,0.0,0.0,8/25/2016 12:00:00 AM,,,,,,,,,,"West Kelowna BC, August 21-25, 2016. A wildfire broke out on the evening of August 21, near Bear Creek Provincial Park located north of West Kelowna"
